clean,VERB,Make sure that the hydraulic fluid is clean.
clean,VERB,Clean your hands and forearms with soap.
clean,VERB,Clean the indicator faces before each cycle.
clear,ADJ,Make sure that the sound is clear.
clear,ADJ,"If the radio signal is not clear, adjust the frequency."
clearance,NOUN,Measure the clearance between the impeller and the body.
clearly,ADV,You must hear the sound clearly.
cleat,NOUN,Attach the tiedown cord with a cleat.
click,NOUN,"When the solenoid makes a click, the valve is open."
click,NOUN,"When you attach the spring clip, make sure that you hear a click."
clip,NOUN,Remove the visor from the clip.
clogged,ADJ,Make sure that the drain openings are not clogged.
close,VERB,Close the box.
close,VERB,"After servicing, close the compartment again."
closed,ADJ,"If you use solvent in a closed space, make sure that there is good airflow in the area."
collect,VERB,"If water collects in the filler line, drain it."
collect,VERB,These computers collect data from the vhf system.
collect,VERB,All fluids collect at the lowest point of the apu compartment.
collect,VERB,"Remove the nut and the bolt, and collect the washer."
collect,VERB,Let the sediment collect at the bottom of the tank.
color,NOUN,The scale has two areas of different color.
compare,VERB,Compare the two indications.
compatible,ADJ,This software is not compatible with other operating systems.
complete,VERB,Complete the test.
condition,NOUN,Data for all operational conditions are shown in figure 1.
condition,NOUN,Examine the condition of the unit.
configuration,NOUN,The configuration of the inserts is related to the dimensions of the connector shell.
connect,VERB,Connect the fueling nozzle to the aircraft.
connect,VERB,Connect the towing arm to the nosewheel.
connect,VERB,Connect the towing arm to the nose gear.
connect,VERB,The pipes connect system a to system b.
connect,VERB,Connect the cables.
connect,VERB,Connect the plug to the receptacle.
connect,VERB,Connect the microphone to the jackbox.
constant,ADJ,Make sure that the pressure stays constant.
constant,ADJ,Cure the sealant at a constant temperature.
contain,VERB,The module contains five components.
contamination,NOUN,This filter removes all contamination from the air supply.
contamination,NOUN,Find the area where there is mercury contamination.
continue,VERB,The signals continue for 0.8 seconds.
continue,VERB,"If the fault message continues, push the audio cancel pushswitch on the avionics test panel."
continue,VERB,Continue with the electrical test.
continue,VERB,Make sure that the test continues satisfactorily.
continue,VERB,You can continue the test.
continuous,ADJ,"If you hear continuous background noise, find the cause."
contour,NOUN,Make sure that the contour of the template is the same.
control,VERB,This component controls the engine speed.
control,VERB,Control the electrical current.
control,VERB,The pilot's indicators control the copilot's indicator.
correct,ADJ,Install the dump valve and the correct gasket.
correct,ADJ,"If the indication is not correct, do the test again."
correct,ADJ,Make sure that the indication on the gage is correct.
correct,ADJ,Do a check for the correct operation of the unit.
correct,VERB,Correct the defect before you start the procedure again.
correct,ADJ,"If the test results are not correct, replace the unit."
correct,ADJ,Make sure that the value shown on the indicator is correct.
correct,ADJ,Make sure that the test results are correct.
correct,ADJ,Make sure that the test results are correct.
correctly,ADV,Close the doors correctly.
correctly,ADV,Make sure that the brackets are correctly attached.
correctly,ADV,Make sure that the components are correctly attached.
correctly,ADV,Make sure the bearing is correctly installed.
corrosion,NOUN,This material causes corrosion of surfaces with no protection.
corrosion,NOUN,Hydraulic fluid can cause corrosion.
counterclockwise,ADV,Turn the cap counterclockwise.
cover,NOUN,Do not put a cover on the container.
cut,VERB,Cut the wire to the correct length.
cut,VERB,Make sure that you do not cut the control cable.
cut,VERB,Tighten until the nut breaks.
cut,VERB,Cut the patch to the correct dimension.
damage,NOUN,Apply two layers of protective compound to prevent hydraulic fluid damage to the sealant.
damage,NOUN,Disconnect the spring to prevent damage to the rod.
damage,NOUN,Make sure that there is no damage to the surface finish.
damage,NOUN,Be careful you do not cause damage to the bellows.
damaged,ADJ,"If the enamel is damaged, replace the unit."
damaged,ADJ,The cover on the gun camera is damaged.
damaged,ADJ,"If the thermal blanket is damaged, do repair no. 9."
damaged,ADJ,"If the seat cover is damaged, replace it."
damaged,ADJ,Replace damaged casings.
dangerous,ADJ,This material releases dangerous fumes when it touches hot surfaces.
dangerous,ADJ,Do not open the cargo door in strong winds.  strong winds are dangerous.
dangerous,ADJ,Hydraulic fluid is dangerous for your health.
dangerous,ADJ,Hydraulic fluid is dangerous for your skin.
dangerous,ADJ,Solvent fumes are dangerous.
dangerous,ADJ,Trichloroethylene is dangerous.
dangerous,ADJ,All personnel who do work with dangerous materials must obey the safety instructions that follow.
dangerous,ADJ,Hydraulic fluid is dangerous for your skin.
dangerous,ADJ,"In these conditions, it is dangerous to remove the cartridges from the fire extinguisher bottle."
decrease,VERB,"When the wind speed decreases to less than 30 knots, you can open the cargo door."
decrease,VERB,Let the temperature of the component decrease until it is the same as the ambient temperature.
decrease,VERB,"When the engine rpm decreases to 500, stop the engine."
decrease,VERB,Make sure that the engine rpm decreases to 500 rpm.
decrease,VERB,The pressure must decrease more by than 2 bar.
decrease,VERB,Do not operate the brakes to decrease the pressure in the accumulators.
decrease,VERB,Make sure that the intensity of the reticle light decreases gradually to zero.
decrease,VERB,"If the hydraulic pressure decreases, close the valve."
decrease,VERB,"When the pressure decreases, the indicator shows that there is a leak."
decrease,VERB,"If the temperature decreases to below zero, drain the water system."
decrease,VERB,The effect of the solvent decreases quickly.
decrease,VERB,"If the pressure decreases quickly, the shear pins in the latch will break."
decrease,VERB,Slowly decrease the rate of descent.
decrease,VERB,The metering plug decreases the flow.
decrease,VERB,Do not decrease the test time.
decrease,VERB,Decrease the speed of the screwing machine to prevent damage to fasteners.
defect,NOUN,Examine the seal for defects.
defect,NOUN,There must be no defects in the surface finish.
defective,ADJ,Replace the defective pump.
defective,ADJ,Replace all defective electronic components.
deflate,VERB,Deflate the tire.
defuel,VERB,Defuel only in an area that is open to the air.
dent,NOUN,Do not make dents in the bellows.
depth,NOUN,Measure the depth of the dent with a straightedge and feeler gages.
depth,NOUN,Measure the depth of the crack.
difference,NOUN,"If there is a difference of more than 5 mm, make sure that the adjustment is correct."
different,ADJ,"If the two indications are different, do the test again."
different,ADJ,"If the values are different, do this test."
different,ADJ,This document gives the different torque values and the conditions where they are applicable.
dim,ADJ,The lamp comes on with a dim light.
dim,ADJ,"If the light is too dim, replace the battery."
dimension,NOUN,These cases have different dimensions.
dirty,ADJ,Replace the dirty oil.
dirty,ADJ,Remove all dirty igniter plugs.
dirty,ADJ,"If the carpet is dirty, clean it with material no. 8."
disarm,VERB,Disarm the escape slide.
disassemble,VERB,Disassemble the brake unit in the workshop.
disassemble,VERB,You can disassemble this unit into two parts.
discard,VERB,Discard the used solvent.
discard,VERB,Discard the removed seal.
disconnect,VERB,Disconnect the pipeline from the union.
disconnect,VERB,Disconnect the ducting.
disconnect,VERB,Disconnect the line fittings.
disconnect,VERB,Disconnect the tow bar from the aircraft.
disconnect,VERB,Disconnect the soldering iron.
disinfectant,NOUN,Use disinfectant to clean the mask assemblies.
disinfectant,NOUN,Clean the mask assemblies with disinfectant.
disinfectant,NOUN,Clean the mask assemblies with disinfectant.
distance,NOUN,Make sure that there is an equal distance between the holes.
distance,NOUN,Refer to fig. 401 for the distance between rivets.
divide,VERB,The pressure lines divide in different directions.
divide,VERB,Divide the electrical load between the two bus bars.
do,VERB,Do this task first.
do,VERB,Do the leak test.
do,VERB,Do the leak test.
do,VERB,Do the tightening procedure.
do,VERB,Do these steps.
do,VERB,"If the test does not give satisfactory results, do the fault isolation procedure."
do,VERB,It is mandatory to do the procedure in this service bulletin.
down,ADV,Make sure that the air outlet points down.
dry,VERB,Dry the filter in air.
dry,VERB,Dry the surface with a towel.
dry,VERB,Let the compound dry.
dry-motor,,Dry-motor the engine.
during,ADP,Do not make adjustments during this test.
during,ADP,Apply sufficient heat to the unit during this repair.
during,ADP,Make sure that the doors are closed during the pressurization test.
easily,ADV,Make sure that you can move the handle easily.
effect,NOUN,Magnetic tools have an unwanted effect on the compass system.
eject,VERB,Push the red button to eject the disk drive.
emergency,NOUN,"In an emergency, the one-shot battery supplies dc power."
end,NOUN,"At the end of this procedure, refer to 72-00-00, test 001."
end,NOUN,"At the end of the test, set the switch to ""normal""."
engage,VERB,Make sure that the splines engage fully.
engage,VERB,Push the pin until it engages in the retaining clip.
engage,VERB,"If the gears do not engage, add a shim."
equal,ADJ,Make sure that the fuel load is equal on each side of the aircraft centerline.
equally,ADV,Make sure that the two pistons extend equally.
equipment,NOUN,Remove all equipment from the work area.
equivalent,ADJ,Use an equivalent material if the specified one is not available.
erase,VERB,Erase the flight data from the tape.
error,NOUN,"If there is an error in the system, the screen shows: ""no go""."
estimate,NOUN,Make an estimate of the damage.
estimate,NOUN,Make an estimate of the quantity of the cleaning fluid that is necessary.
examine,VERB,Examine the damage.
examine,VERB,Examine the damage.
examine,VERB,Examine the blade for cracks.
examine,VERB,Examine all the drain holes.
examine,VERB,Fully examine the damaged area.
examine,VERB,Examine the casting for corrosion again.
examine,VERB,Examine the surface along the trailing edge.
examine,VERB,Examine the surface for cracks.
examine,VERB,Examine the surface.
exclusively,ADV,"To tighten the nuts, use only a torque wrench."
exhaust,NOUN,Make sure that that there are safety barriers around the engine exhaust area.
external,ADJ,Examine the external surface of the container.
external,ADJ,The external temperature is shown on the central display unit.
external,ADJ,Fold the edging against the external side of the insulation blanket.
fall,VERB,Particles that fall into the intake can cause damage.
fast,ADJ,Hydraulic fluid causes fast deterioration of the painted surfaces.
fill,VERB,Fill the filler hose.
fill,VERB,Fill the container again.
fill,VERB,Fill the accumulator with oil.
fill,VERB,Fill the hydraulic system as necessary.
filter,NOUN,Put the oil through a filter.
filter,NOUN,Put the oil through a filter before you use it.
find,VERB,Do the test to find the cause of the problem.
find,VERB,"To find damage on wires, rub a cloth along them."
find,VERB,Find the defects in the system.
find,VERB,Find the cause of the malfunction.
find,VERB,"If you find corrosion during the inspection, you must remove it."
find,VERB,"If you do not find damage, continue the inspection."
find,VERB,Find the cause of the fuel leakage.
find,VERB,Use talcum powder to find external leaks.
find,VERB,"If you find corrosion in this area, do repair scheme no. 3."
find,VERB,Find the broken wire.
flammable,ADJ,Keep the flammable materials at a minimum distance of 50 feet from the work area.
flammable,ADJ,Toluene is very flammable.
flat,ADJ,The surface must be flat to get a correct bond.
flat,ADJ,Make sure that you do not cause the tubes to become flat.
flow,NOUN,"If you turn the handle to ""full"", there will be a strong flow of water from the outlet."
flow,NOUN,The flow of fluid through the valve must be continuous.
flush,VERB,Flush the filter with hot water.
flush,VERB,Flush the pipes with water.
focus,NOUN,Put the optical fixture into focus.
fold,VERB,Fold the material.
force,NOUN,Do not tighten the bolts with too much force.
force,NOUN,Do not put too much force on the ducting.
force,NOUN,"To prevent damage to the carpet when you clean it, do not use too much force on the brush."
force,NOUN,Do not move the control wheel with too much force.
forward,ADJ,The forward movement of the control lever must be slow and continuous.
forward,ADV,"When you install the antenna, the alignment arrow must point forward."
free,ADJ,The bushings must be free to turn.
freely,ADV,Make sure that the valves move freely.
freely,ADV,Make sure that the valve spindle moves freely.
frequently,ADV,"If the failure occurs frequently, do a system test."
from,ADP,The fumes from this material are dangerous to the skin.
full,ADJ,Extend and retract the actuator through three full cycles.
full,ADJ,Do a full inspection of the fairing.
full,ADJ,Make a scan of the full range of the frequencies available.
full,ADJ,"If the flap travel is not full, adjust the rods again."
full,ADJ,Do a full check of the hydraulic system.
full,ADJ,Do the full procedure.
fully,ADV,Make sure that the latch is fully engaged.
fully,ADV,Let the first layer of paint dry fully before you apply the second layer.
fully,ADV,The system is fully automatic.
fully,ADV,Dry the surface fully.
fully,ADV,The system is fully automatic.
fume,NOUN,Fuel fumes are flammable.
function,NOUN,These functions open the applicable graphic device.
function,VERB,The function of this special tool is to remove the bushing.
galling,NOUN,There must be no scratches or galling on the worn surface.
gas,NOUN,The tool cylinder contains a mixture of gases (10% helium and 90% nitrogen.
gas,NOUN,Heat will change this solvent to a gas.
get,VERB,Set the control to get maximum thrust.
get,VERB,The computer gets this data from five sensors.
get,VERB,"To get the correct value, set the switch to position 2."
get,VERB,Remove the cover assembly to get access to the lamp assembly.
get,VERB,Get access to the connectors at the rear of the instrument.
get,VERB,Add 0.05 mm to get the correct clearance for a standard spherical coupling.
get,VERB,"When you get the correct pressure, close the valve."
get,VERB,Get medical aid immediately.
get,VERB,"If you get fluid in your eyes, get medical aid."
give,VERB,Give the different maintenance tasks to the technicians.
give,VERB,Give a code to each connector.
give,VERB,This section gives the procedures for the leak test of the system.
give,VERB,Give the technician sufficient protective clothing.
give,VERB,The repair limits are not given because special equipment is necessary.
give,VERB,This section gives you the procedures necessary to do the faults.
give,VERB,The table that follows gives the data.
give,VERB,This section gives the procedures for the test.
give,VERB,The table gives the maximum tolerance for the hole.
"give (v), refer",VERB,This section gives the removal/installation instructions.
given,ADJ,This point is given on the graph.
go,VERB,"Before you start the engine, make sure that all persons go away from the danger area."
go,VERB,The turnbuckle goes through a hole in the bulkhead.
go away,VERB,Go away from the exhaust area before the engine starts.
go into,VERB,Install caps on the receptacles to make sure that unwanted material does not go into the receptacles.
good,ADJ,This material gives good protection from corrosion.
good,ADJ,This is a good procedure to remove paint.
gouge,NOUN,"If a gouge occurs in the blade during removal, replace the blade."
gradually,ADV,Increase the temperature gradually.
gradually,ADV,Gradually adjust the temperature.
gradually,ADV,Gradually torque the nut.
gradually,ADV,Torque the bolts gradually.
graduation,NOUN,Measure the dimensions with a metal rule with graduations in millimeters.
graph,NOUN,Make a graph of the test results.
grease,NOUN,Remove the grease from the faying surface with solvent.
ground,NOUN,Make sure that the electrical supply goes to ground.
ground,VERB,Make sure that the fuel tanks are correctly grounded.
guard,NOUN,Make sure that the guards are installed on the switches.
gust,NOUN,Do not open the cargo door if there are sudden gusts of wind of more than 50kph.
half,NOUN,Make sure that the pitch decreases to half its value.
hang,VERB,Hang the element in a bath of solvent.
hard,ADJ,Let the adhesive become hard.
have,VERB,The valve assembly has these parts:
have,ADJ,Each antenna has three parts.
have,VERB,The main landing gear doors have steps for access to the landing gear bay.
have,VERB,Be careful when you move jet pipes or exhaust cones that have insulating blankets.
have,VERB,These nuts have a flat flange.
haze,NOUN,"If there is haze, do not do the test."
hear,VERB,"If you cannot hear the alarm, adjust the volume control."
help,VERB,Apply sand to the planks to help the tire traction.
help,VERB,Keep the data to help you with subsequent procedures.
help,VERB,Identify the component with a code that will help you to install it again correctly.
help,VERB,Record the lockwire positions. this will help you during the assembly procedure.
hit,VERB,The fueling hose must not hit the edge of the tank.
hit,VERB,Make sure that the servicing cart does not hit the aircraft.
hit,VERB,Do not let the vibrator tool hit the surface of the seal.
hit,VERB,"If you install the upper drag strut with the head down, it will hit the lower drag strut during retraction."
hit,VERB,"If you install the upper drag strut with the head down, it will hit the lower drag strut during retraction."
hit,VERB,Hit the clamp on the right side with a hammer.
hit,VERB,Make sure that the sling does not hit the fuselage skin.
hold,VERB,Hold the handle.
hold,VERB,Hold the jack body tightly while you turn it.
hold,VERB,Hold the handle lightly with one hand.
hold,VERB,Make sure that you hold the rod tightly.
hold,VERB,Hold the hoses.
hold,VERB,Hold the switch and remove the screws.
hole,NOUN,Fill the hole with resin.
hole,NOUN,Make sure that you do not make a hole in the bladder.
holes,NOUN,Examine the membrane for holes.
holes,NOUN,Examine the membrane for holes.
hum,NOUN,Adjust the potentiometer until you no longer hear a hum from the loudspeaker.
ice,NOUN,Remove the ice from the aircraft.
identify,VERB,Identify the cables with a code.
identify,VERB,Identify the assembly with the correct color.
identify,VERB,Letters identify the wire segments.
identify,VERB,Identify the component with a code to help you to install it again correctly.
identify,VERB,Identify the component with a code to help you to install it again correctly.
idle,NOUN,Operate the engine at idle for 20 minutes.
if,SCONJ,"If there is a fire, operate the crash switches."
if,SCONJ,The tension of the cables decreases if the temperature increases.
if,SCONJ,"If the pressure decreases suddenly, close the valve."
if,SCONJ,"If a replacement is available, replace the damaged fairing."
if,SCONJ,"If a new component is installed, you can continue the operation."
if,SCONJ,This limit is applicable if the aircraft is on the landing gear or on jacks.
ignition,NOUN,"Fuel goes through the atomizers into the combustion chamber, where ignition occurs."
ignore,VERB,"Do the generator drive test, but ignore steps 16 thru 20."
immediately,ADV,Make sure the speedbrake retracts immediately.
immediately,ADV,Keep the ring immediately above the jack collars.
immediately,ADV,Use a fire extinguisher immediately if there is fuel leakage.
immediately,ADV,Get medical aid immediately.
important,ADJ,It is important to keep all parts clean during this procedure.
important,ADJ,This procedure is very important.
important,ADJ,Virus contamination is an important problem.
important,ADJ,This procedure is important for the correct operation of the unit.
important,ADJ,It is very important to set the indicator back to zero after the test.
in,ADP,"If there are metal particles in the sample solids, replace the pump."
in,ADP,Connect the supply union in the aircraft.
in,ADP,Move the door in and rearward.
in,ADP,A filter prevents contamination of the components in the system.
in progress,ADV,Database synchronization is in progress.
incessantly,ADV,The instrument will constantly show this value.
include,VERB,This procedure includes the instructions to remove the constant speed drive (csd).
include,VERB,The elevator and aileron cables are not included in the procedure.
include,VERB,"We included this diode to prevent incorrect autopilot ""off"" signals."
incorrect,ADJ,Make sure that there are no incorrect indications on the instruments.
incorrect,ADJ,Incorrect adjustment of the stop bolts at the rudder pedals can cause damage.
incorrect,ADJ,Identify the bellcrank and shaft with marks to prevent incorrect installation.
incorrectly,ADV,"If the sleeve is incorrectly attached, adjust it."
incorrectly,ADV,"If the hinge is incorrectly adjusted, you cannot close the panel."
incorrectly,ADV,Damage can occur if the hoses are incorrectly installed.
increase,VERB,A higher temperature increases the speed of evaporation.
increase,VERB,The tire wear increases with high speed.
increase,VERB,A mixture of water and methanol increases the power of the engine.
increase,VERB,Increase the diameter of the rivet hole.
increase,VERB,The result is that the temperature increases.
increase,VERB,Strong winds will increase the risk of damage.
increase,VERB,The temperature must increase.
increase,VERB,Do not try to increase the length of this rod.
increase,VERB,"If the dimension of the crack increases, the part can break."
increase,VERB,"When a fire starts, the temperature increases and causes the detector to operate."
increase,VERB,Use a pump to fill the strut with fluid until the pressure increases.
increase,VERB,Increase the airflow.
increment,NOUN,Turn the adjuster counterclockwise in increments of 60 deg.
independently,ADV,This unit operates independently.
